prompt,Payment ID
"Payment PAYMENT-000361 of ₹8768 from account XXXXXXXX7183 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250627 with outcome: PASSED.
Second validation completed on 20250625 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000361
"Payment PAYMENT-000362 of ₹6851 from account XXXXXXXX6817 was processed on 2025-06-03 with Dual validation.
First validation completed on 20250601 with outcome: PASSED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000362
"Payment PAYMENT-000363 of ₹1415 from account XXXXXXXX6337 was processed on 2025-07-09 with Single validation.
First validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000363
"Payment PAYMENT-000364 of ₹5244 from account XXXXXXXX5796 was processed on 2025-06-07 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000364
"Payment PAYMENT-000365 of ₹7297 from account XXXXXXXX2049 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250608 with outcome: PASSED.
Second validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000365
"Payment PAYMENT-000366 of ₹3493 from account XXXXXXXX2655 was processed on 2025-06-05 with Single validation.
First validation completed on 20250602 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000366
"Payment PAYMENT-000367 of ₹9426 from account XXXXXXXX1814 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000367
"Payment PAYMENT-000368 of ₹6850 from account XXXXXXXX3212 was processed on 2025-06-02 with Dual validation.
First validation completed on 20250530 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000368
"Payment PAYMENT-000369 of ₹2785 from account XXXXXXXX8322 was processed on 2025-06-09 with Single validation.
First validation completed on 20250607 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000369
"Payment PAYMENT-000370 of ₹9763 from account XXXXXXXX3522 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250721 with outcome: FAILED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000370
"Payment PAYMENT-000371 of ₹3076 from account XXXXXXXX3925 was processed on 2025-07-23 with Single validation.
First validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000371
"Payment PAYMENT-000372 of ₹1223 from account XXXXXXXX5209 was processed on 2025-07-02 with Single validation.
First validation completed on 20250628 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000372
"Payment PAYMENT-000373 of ₹872 from account XXXXXXXX9613 was processed on 2025-06-20 with Single validation.
First validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000373
"Payment PAYMENT-000374 of ₹5235 from account XXXXXXXX5683 was processed on 2025-07-29 with Dual validation.
First validation completed on 20250728 with outcome: PASSED.
Second validation completed on 20250726 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000374
"Payment PAYMENT-000375 of ₹3491 from account XXXXXXXX3068 was processed on 2025-07-01 with Single validation.
First validation completed on 20250628 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000375
"Payment PAYMENT-000376 of ₹4546 from account XXXXXXXX6423 was processed on 2025-06-20 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000376
"Payment PAYMENT-000377 of ₹3687 from account XXXXXXXX1698 was processed on 2025-07-14 with Single validation.
First validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000377
"Payment PAYMENT-000378 of ₹1785 from account XXXXXXXX3417 was processed on 2025-07-31 with Single validation.
First validation completed on 20250728 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000378
"Payment PAYMENT-000379 of ₹9840 from account XXXXXXXX9133 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250627 with outcome: PASSED.
Second validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000379
"Payment PAYMENT-000380 of ₹9213 from account XXXXXXXX4549 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250701 with outcome: PASSED.
Second validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000380
"Payment PAYMENT-000381 of ₹7399 from account XXXXXXXX9395 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250617 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000381
"Payment PAYMENT-000382 of ₹9652 from account XXXXXXXX3435 was processed on 2025-07-21 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000382
"Payment PAYMENT-000383 of ₹6593 from account XXXXXXXX2429 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000383
"Payment PAYMENT-000384 of ₹5560 from account XXXXXXXX7211 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250725 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000384
"Payment PAYMENT-000385 of ₹4957 from account XXXXXXXX8714 was processed on 2025-06-25 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000385
"Payment PAYMENT-000386 of ₹7132 from account XXXXXXXX3088 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250531 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000386
"Payment PAYMENT-000387 of ₹9276 from account XXXXXXXX6731 was processed on 2025-07-18 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000387
"Payment PAYMENT-000388 of ₹6813 from account XXXXXXXX3519 was processed on 2025-07-29 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000388
"Payment PAYMENT-000389 of ₹2170 from account XXXXXXXX4194 was processed on 2025-07-11 with Single validation.
First validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000389
"Payment PAYMENT-000390 of ₹8748 from account XXXXXXXX9812 was processed on 2025-07-06 with Dual validation.
First validation completed on 20250704 with outcome: PASSED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000390
"Payment PAYMENT-000391 of ₹7572 from account XXXXXXXX7035 was processed on 2025-07-28 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250722 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000391
