prompt,Payment ID,Sentiment_Result,Sentiment_Label,Sentiment_Score
"Payment PAYMENT-000193 of ₹7715 from account XXXXXXXX3192 was processed on 2025-06-16 with Dual validation.
First validation completed on 20250614 with outcome: FAILED.
Second validation completed on 20250613 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000193,"{'label': 'LABEL_0', 'score': 0.508}",LABEL_0,0.508
"Payment PAYMENT-000194 of ₹7381 from account XXXXXXXX8102 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000194,"{'label': 'LABEL_1', 'score': 0.558}",LABEL_1,0.558
"Payment PAYMENT-000195 of ₹9910 from account XXXXXXXX5005 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000195,"{'label': 'LABEL_0', 'score': 0.569}",LABEL_0,0.569
"Payment PAYMENT-000196 of ₹9127 from account XXXXXXXX4575 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250725 with outcome: PASSED.
Second validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000196,"{'label': 'LABEL_1', 'score': 0.52}",LABEL_1,0.52
"Payment PAYMENT-000197 of ₹1579 from account XXXXXXXX3975 was processed on 2025-07-30 with Single validation.
First validation completed on 20250729 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000197,"{'label': 'LABEL_0', 'score': 0.619}",LABEL_0,0.619
"Payment PAYMENT-000198 of ₹3937 from account XXXXXXXX6888 was processed on 2025-07-21 with Single validation.
First validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000198,"{'label': 'LABEL_0', 'score': 0.672}",LABEL_0,0.672
"Payment PAYMENT-000199 of ₹4834 from account XXXXXXXX9342 was processed on 2025-06-04 with Single validation.
First validation completed on 20250602 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000199,"{'label': 'LABEL_0', 'score': 0.661}",LABEL_0,0.661
"Payment PAYMENT-000200 of ₹8137 from account XXXXXXXX2563 was processed on 2025-06-08 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000200,"{'label': 'LABEL_1', 'score': 0.525}",LABEL_1,0.525
"Payment PAYMENT-000201 of ₹9052 from account XXXXXXXX2749 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250616 with outcome: PASSED.
Second validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000201,"{'label': 'LABEL_1', 'score': 0.546}",LABEL_1,0.546
"Payment PAYMENT-000202 of ₹9438 from account XXXXXXXX2989 was processed on 2025-07-12 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000202,"{'label': 'LABEL_0', 'score': 0.554}",LABEL_0,0.554
"Payment PAYMENT-000203 of ₹8143 from account XXXXXXXX8969 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250709 with outcome: PASSED.
Second validation completed on 20250708 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000203,"{'label': 'LABEL_1', 'score': 0.505}",LABEL_1,0.505
"Payment PAYMENT-000204 of ₹8322 from account XXXXXXXX9426 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250711 with outcome: FAILED.
Second validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000204,"{'label': 'LABEL_0', 'score': 0.562}",LABEL_0,0.562
"Payment PAYMENT-000205 of ₹7132 from account XXXXXXXX1765 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250701 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000205,"{'label': 'LABEL_1', 'score': 0.523}",LABEL_1,0.523
"Payment PAYMENT-000206 of ₹2705 from account XXXXXXXX6095 was processed on 2025-07-22 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000206,"{'label': 'LABEL_0', 'score': 0.709}",LABEL_0,0.709
"Payment PAYMENT-000207 of ₹3150 from account XXXXXXXX9637 was processed on 2025-06-16 with Single validation.
First validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000207,"{'label': 'LABEL_0', 'score': 0.675}",LABEL_0,0.675
"Payment PAYMENT-000208 of ₹7886 from account XXXXXXXX2735 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250530 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000208,"{'label': 'LABEL_0', 'score': 0.561}",LABEL_0,0.561
"Payment PAYMENT-000209 of ₹389 from account XXXXXXXX2964 was processed on 2025-06-22 with Single validation.
First validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000209,"{'label': 'LABEL_0', 'score': 0.662}",LABEL_0,0.662
"Payment PAYMENT-000210 of ₹6456 from account XXXXXXXX6188 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250701 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000210,"{'label': 'LABEL_0', 'score': 0.596}",LABEL_0,0.596
"Payment PAYMENT-000211 of ₹9345 from account XXXXXXXX6926 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250626 with outcome: PASSED.
Second validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000211,"{'label': 'LABEL_0', 'score': 0.542}",LABEL_0,0.542
"Payment PAYMENT-000212 of ₹8684 from account XXXXXXXX8127 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000212,"{'label': 'LABEL_0', 'score': 0.582}",LABEL_0,0.582
"Payment PAYMENT-000213 of ₹7015 from account XXXXXXXX1116 was processed on 2025-06-29 with Dual validation.
First validation completed on 20250626 with outcome: PASSED.
Second validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000213,"{'label': 'LABEL_1', 'score': 0.514}",LABEL_1,0.514
"Payment PAYMENT-000214 of ₹9070 from account XXXXXXXX6840 was processed on 2025-07-05 with Dual validation.
First validation completed on 20250630 with outcome: PASSED.
Second validation completed on 20250629 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000214,"{'label': 'LABEL_0', 'score': 0.523}",LABEL_0,0.523
"Payment PAYMENT-000215 of ₹9626 from account XXXXXXXX3059 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000215,"{'label': 'LABEL_0', 'score': 0.509}",LABEL_0,0.509
"Payment PAYMENT-000216 of ₹6684 from account XXXXXXXX8359 was processed on 2025-07-18 with Dual validation.
First validation completed on 20250713 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000216,"{'label': 'LABEL_0', 'score': 0.581}",LABEL_0,0.581
"Payment PAYMENT-000217 of ₹1835 from account XXXXXXXX1256 was processed on 2025-07-03 with Single validation.
First validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000217,"{'label': 'LABEL_0', 'score': 0.629}",LABEL_0,0.629
"Payment PAYMENT-000218 of ₹6982 from account XXXXXXXX5662 was processed on 2025-07-09 with Dual validation.
First validation completed on 20250708 with outcome: PASSED.
Second validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000218,"{'label': 'LABEL_0', 'score': 0.597}",LABEL_0,0.597
"Payment PAYMENT-000219 of ₹2258 from account XXXXXXXX6708 was processed on 2025-07-15 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000219,"{'label': 'LABEL_0', 'score': 0.623}",LABEL_0,0.623
"Payment PAYMENT-000220 of ₹3717 from account XXXXXXXX5662 was processed on 2025-06-23 with Single validation.
First validation completed on 20250621 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000220,"{'label': 'LABEL_0', 'score': 0.709}",LABEL_0,0.709
"Payment PAYMENT-000221 of ₹6097 from account XXXXXXXX3843 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250623 with outcome: PASSED.
Second validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000221,"{'label': 'LABEL_1', 'score': 0.54}",LABEL_1,0.54
"Payment PAYMENT-000222 of ₹8051 from account XXXXXXXX2654 was processed on 2025-07-25 with Dual validation.
First validation completed on 20250720 with outcome: PASSED.
Second validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000222,"{'label': 'LABEL_1', 'score': 0.522}",LABEL_1,0.522
"Payment PAYMENT-000223 of ₹9413 from account XXXXXXXX7810 was processed on 2025-06-09 with Dual validation.
First validation completed on 20250605 with outcome: PASSED.
Second validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000223,"{'label': 'LABEL_1', 'score': 0.599}",LABEL_1,0.599
"Payment PAYMENT-000224 of ₹8718 from account XXXXXXXX8942 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250615 with outcome: PASSED.
Second validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000224,"{'label': 'LABEL_0', 'score': 0.54}",LABEL_0,0.54
"Payment PAYMENT-000225 of ₹1079 from account XXXXXXXX8294 was processed on 2025-06-26 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000225,"{'label': 'LABEL_0', 'score': 0.652}",LABEL_0,0.652
