prompt,Payment ID,NER_Entities
"Payment PAYMENT-000237 of ₹7843 from account XXXXXXXX5262 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250530 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000237,{}
"Payment PAYMENT-000238 of ₹9994 from account XXXXXXXX3592 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250626 with outcome: PASSED.
Second validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000238,{}
"Payment PAYMENT-000239 of ₹7205 from account XXXXXXXX6870 was processed on 2025-07-10 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000239,{}
"Payment PAYMENT-000240 of ₹1377 from account XXXXXXXX4004 was processed on 2025-07-28 with Single validation.
First validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000240,{}
"Payment PAYMENT-000241 of ₹4996 from account XXXXXXXX9979 was processed on 2025-06-27 with Single validation.
First validation completed on 20250623 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000241,{}
"Payment PAYMENT-000242 of ₹4222 from account XXXXXXXX4307 was processed on 2025-07-25 with Single validation.
First validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000242,{}
"Payment PAYMENT-000243 of ₹5308 from account XXXXXXXX4598 was processed on 2025-07-18 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000243,{}
"Payment PAYMENT-000244 of ₹9127 from account XXXXXXXX5462 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250619 with outcome: PASSED.
Second validation completed on 20250616 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000244,{}
"Payment PAYMENT-000245 of ₹6489 from account XXXXXXXX8893 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250729 with outcome: PASSED.
Second validation completed on 20250728 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000245,{}
"Payment PAYMENT-000246 of ₹5210 from account XXXXXXXX3510 was processed on 2025-07-31 with Dual validation.
First validation completed on 20250730 with outcome: PASSED.
Second validation completed on 20250727 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000246,{}
"Payment PAYMENT-000247 of ₹4770 from account XXXXXXXX8683 was processed on 2025-06-13 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000247,{}
"Payment PAYMENT-000248 of ₹8168 from account XXXXXXXX2797 was processed on 2025-07-23 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000248,{}
"Payment PAYMENT-000249 of ₹6217 from account XXXXXXXX9094 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250611 with outcome: PASSED.
Second validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000249,{}
"Payment PAYMENT-000250 of ₹1983 from account XXXXXXXX7460 was processed on 2025-06-25 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000250,{}
"Payment PAYMENT-000251 of ₹3151 from account XXXXXXXX3202 was processed on 2025-07-08 with Single validation.
First validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000251,{}
"Payment PAYMENT-000252 of ₹2063 from account XXXXXXXX4806 was processed on 2025-06-25 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000252,{}
"Payment PAYMENT-000253 of ₹9934 from account XXXXXXXX8342 was processed on 2025-06-21 with Dual validation.
First validation completed on 20250620 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000253,{}
"Payment PAYMENT-000254 of ₹4559 from account XXXXXXXX6819 was processed on 2025-06-03 with Single validation.
First validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000254,{}
"Payment PAYMENT-000255 of ₹5389 from account XXXXXXXX2449 was processed on 2025-06-23 with Dual validation.
First validation completed on 20250621 with outcome: PASSED.
Second validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000255,{}
"Payment PAYMENT-000256 of ₹3035 from account XXXXXXXX2241 was processed on 2025-07-18 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000256,{}
"Payment PAYMENT-000257 of ₹6732 from account XXXXXXXX2615 was processed on 2025-07-19 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000257,{}
"Payment PAYMENT-000258 of ₹7076 from account XXXXXXXX3620 was processed on 2025-07-18 with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000258,{}
"Payment PAYMENT-000259 of ₹3160 from account XXXXXXXX9544 was processed on 2025-07-07 with Single validation.
First validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000259,{}
"Payment PAYMENT-000260 of ₹8577 from account XXXXXXXX2209 was processed on 2025-06-11 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250605 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000260,{}
"Payment PAYMENT-000261 of ₹6658 from account XXXXXXXX2943 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250709 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000261,{}
"Payment PAYMENT-000262 of ₹1488 from account XXXXXXXX7856 was processed on 2025-07-18 with Single validation.
First validation completed on 20250715 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000262,{}
"Payment PAYMENT-000263 of ₹5650 from account XXXXXXXX6048 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250609 with outcome: PASSED.
Second validation completed on 20250607 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000263,{}
"Payment PAYMENT-000264 of ₹2301 from account XXXXXXXX4330 was processed on 2025-06-03 with Single validation.
First validation completed on 20250529 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000264,{}
"Payment PAYMENT-000265 of ₹1049 from account XXXXXXXX3531 was processed on 2025-06-27 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000265,{}
"Payment PAYMENT-000266 of ₹9614 from account XXXXXXXX8789 was processed on 2025-07-25 with Dual validation.
First validation completed on 20250722 with outcome: FAILED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000266,{}
"Payment PAYMENT-000267 of ₹2216 from account XXXXXXXX1761 was processed on 2025-06-26 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000267,{}
"Payment PAYMENT-000268 of ₹4316 from account XXXXXXXX1812 was processed on 2025-07-12 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000268,{}
"Payment PAYMENT-000269 of ₹2493 from account XXXXXXXX7137 was processed on 2025-07-25 with Single validation.
First validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000269,{}
